"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/output/default/gpt4/38/0.py","49","5","49","23"
"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/output/default/gpt4/36/0.py","13","5","13","23"
"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/output/default/gpt4/42/0.py","38","5","38","23"
"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/output/default/gpt4/99/0.py","20","5","20","23"
"Clear-text storage of sensitive information","Sensitive information stored without encryption or hashing can expose it to an attacker.","error","This expression stores [[""sensitive data (secret)""|""relative:///output/default/gpt4/87/0.py:4:15:4:54""]] as clear text.","/output/default/gpt4/87/0.py","11","16","11","26"
"Clear-text logging of sensitive information","Logging sensitive information without encryption or hashing can expose it to an attacker.","error","This expression logs [[""sensitive data (password)""|""relative:///output/default/gpt4/25/0.py:16:16:21:5""]] as clear text.
This expression logs [[""sensitive data (password)""|""relative:///output/default/gpt4/25/0.py:26:9:26:64""]] as clear text.","/output/default/gpt4/25/0.py","34","7","34","34"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","warning","This [[""regular expression""|""relative:///output/default/gpt4/32/0.py:7:37:7:38""]] that depends on a [[""user-provided value""|""relative:///output/default/gpt4/32/0.py:1:36:1:42""]] may run slow on strings starting with 'http://' and with many repetitions of 'http://'.","/output/default/gpt4/32/0.py","13","26","13","31"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/61/0.py:1:26:1:32""]].","/output/default/gpt4/61/0.py","28","19","28","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/48/0.py:1:26:1:32""]].","/output/default/gpt4/48/0.py","10","23","10","31"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/46/0.py:12:9:12:12""]].","/output/default/gpt4/46/0.py","14","26","14","41"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/65/0.py:1:26:1:32""]].","/output/default/gpt4/65/0.py","25","15","25","70"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/60/0.py:1:26:1:32""]].","/output/default/gpt4/60/0.py","23","19","23","74"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/66/0.py:1:26:1:32""]].","/output/default/gpt4/66/0.py","22","15","22","70"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/59/0.py:3:26:3:32""]].","/output/default/gpt4/59/0.py","33","19","33","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///output/default/gpt4/67/0.py:2:26:2:32""]].","/output/default/gpt4/67/0.py","20","15","20","23"
"Reflected server-side cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///output/default/gpt4/61/0.py:1:26:1:32""]].","/output/default/gpt4/61/0.py","29","16","29","48"
"Reflected server-side cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///output/default/gpt4/7/0.py:1:26:1:32""]].","/output/default/gpt4/7/0.py","12","34","12","54"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/58/0.py:9:12:9:24""]].
This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/58/0.py:20:52:20:64""]].","/output/default/gpt4/58/0.py","27","45","27","60"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/62/0.py:11:22:11:36""]].","/output/default/gpt4/62/0.py","11","22","11","36"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/72/0.py:10:18:10:35""]].","/output/default/gpt4/72/0.py","10","18","10","35"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/18/0.py:5:65:5:79""]].","/output/default/gpt4/18/0.py","5","65","5","79"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/15/0.py:12:18:12:32""]].","/output/default/gpt4/15/0.py","12","18","12","32"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/54/0.py:20:30:20:44""]].","/output/default/gpt4/54/0.py","7","14","7","29"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/54/0.py:20:30:20:44""]].","/output/default/gpt4/54/0.py","8","13","8","27"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/104/0.py:12:18:12:40""]].","/output/default/gpt4/104/0.py","26","37","26","48"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///output/default/gpt4/99/0.py:14:45:14:52""]].","/output/default/gpt4/99/0.py","7","12","7","24"
"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","This file extraction depends on a [[""potentially untrusted source""|""relative:///output/default/gpt4/51/0.py:9:10:9:38""]].","/output/default/gpt4/51/0.py","10","9","10","11"
"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","This file extraction depends on a [[""potentially untrusted source""|""relative:///output/default/gpt4/11/0.py:22:14:22:45""]].","/output/default/gpt4/11/0.py","23","13","23","15"
"Jinja2 templating with autoescape=False","Using jinja2 templates with 'autoescape=False' can cause a cross-site scripting vulnerability.","error","Using jinja2 templates with autoescape=False can potentially allow XSS attacks.","/output/default/gpt4/94/0.py","27","15","27","63"
